Deal ID;Companies;Net Income;Current Financing Status;Year Founded;Primary Industry Sector;Primary Industry Group;Deal Size;Post Valuation;Deal Date;Deal Type;Investors;PitchBook Link
58679-92T;360 Power Group;;Formerly Accelerator/Incubator backed;2004;Business Products and Services (B2B);Commercial Products;;;;Accelerator/Incubator;Los Angeles Cleantech Incubator;View Company Online
83206-63T;360 Power Group;;Formerly Accelerator/Incubator backed;2004;Business Products and Services (B2B);Commercial Products;;;;Secondary Transaction - Private;;View Company Online
186979-15T;360tf;;Venture Capital-Backed;2021;Information Technology;Software;1,32;;19-Jan-2022;Seed Round;;View Company Online
189702-46T;360xstream;;Failed Transaction (Angel);2021;Information Technology;Computer Hardware;;;08-Jul-2022;Angel (individual);;View Company Online
51414-94T;365 Things to Do in Houston;;Formerly Accelerator/Incubator backed;2010;Consumer Products and Services (B2C);Media;;;;Accelerator/Incubator;START Houston;View Company Online
185591-44T;365 WoJia;;Venture Capital-Backed;2015;Healthcare;Healthcare Devices and Supplies;;;01-Jul-2015;Seed Round;Butler Industries;View Company Online
137610-55T;365 Yiding;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Consumer Durables;;;23-Sep-2015;Early Stage VC;Yimi VC;View Company Online
50685-31T;365web call;;Venture Capital-Backed;;Business Products and Services (B2B);Commercial Services;;;01-Mar-2004;Early Stage VC;IDG Capital;View Company Online
128141-56T;3711 Partners;;Accelerator/Incubator Backed;2016;Information Technology;IT Services;;;;Accelerator/Incubator;Science Center;View Company Online
256130-29T;37C;;Accelerator/Incubator Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;;;30-Sep-2023;Accelerator/Incubator;Massachusetts Biomedical Initiatives;View Company Online
54546-85T;37mhealth;;Venture Capital-Backed;2013;Healthcare;Healthcare Devices and Supplies;;;;Early Stage VC;;View Company Online
266943-43T;3852.ai;;Accelerator/Incubator Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;;;01-Jan-2022;Accelerator/Incubator;Creative Destruction Lab;View Company Online
176814-19T;3a-Diagnostics;;Accelerator/Incubator Backed;2019;Healthcare;Healthcare Devices and Supplies;3,90;3,90;06-Dec-2021;Merger/Acquisition;Bionxt Solutions (CNQ: BNXT)(Hugh Rogers);View Company Online
267013-54T;3a-Diagnostics;;Accelerator/Incubator Backed;2019;Healthcare;Healthcare Devices and Supplies;;;;Accelerator/Incubator;Start-up BW;View Company Online
191405-62T;3c (Pharmaceuticals and Biotechnology);;Venture Capital-Backed;2016;Healthcare;Pharmaceuticals and Biotechnology;0,02;0,11;31-Mar-2017;Seed Round;Traders Investment;View Company Online
93137-41T;3Clouds;;Accelerator/Incubator Backed;;Healthcare;Healthcare Devices and Supplies;;;;Accelerator/Incubator;EyeFocus Accelerator;View Company Online
125693-20T;3co;;Venture Capital-Backed;2018;Information Technology;Software;0,10;0,29;06-Aug-2018;Accelerator/Incubator;Techstars;View Company Online
212365-27T;3co;;Venture Capital-Backed;2018;Information Technology;Software;0,23;;14-Sep-2022;Seed Round;;View Company Online
121692-34T;3D Angel Foot;;Accelerator/Incubator Backed;;Information Technology;Software;0,03;;;Accelerator/Incubator;FABulous;View Company Online
58813-21T;3D Bioprinting Solutions;;Corporation;2013;Healthcare;Pharmaceuticals and Biotechnology;0,34;;01-Jun-2015;Grant;Skolkovo Foundation;View Company Online
251608-96T;3D Bits;;Accelerator/Incubator Backed;2015;Information Technology;Computer Hardware;;;01-Jan-2015;Accelerator/Incubator;Cleantech Open;View Company Online
275837-50T;3D Cellugel;;Accelerator/Incubator Backed;;Healthcare;Pharmaceuticals and Biotechnology;;;01-Jan-2022;Accelerator/Incubator;SPARK Finland;View Company Online
168063-04T;3D China;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Media;0,05;;;Accelerator/Incubator;Cyberport Hong Kong;View Company Online
70081-03T;3D Communications and SolemEU (Joint Venture);;Corporate Backed or Acquired;2016;Business Products and Services (B2B);Commercial Services;;;11-May-2016;Joint Venture;3D Communications(Cindy DiBiasi), SolemEU(Peter Zaudtke);View Company Online
269815-60T;3D Diagnostix;;Accelerator/Incubator Backed;;Healthcare;Healthcare Technology Systems;;;01-Jan-2022;Accelerator/Incubator;Nucleate;View Company Online
93280-60T;3D Energy;;Formerly Accelerator/Incubator backed;2011;Business Products and Services (B2B);Commercial Services;0,01;;20-Feb-2013;Accelerator/Incubator;Futurpreneur Canada;View Company Online
203492-53T;3D Energy;;Formerly Accelerator/Incubator backed;2011;Business Products and Services (B2B);Commercial Services;;;01-Mar-2020;Merger/Acquisition;Vital Group of Companies;View Company Online
236543-23T;3d Family Production;;Corporation;2000;Consumer Products and Services (B2C);Services (Non-Financial);0,23;;31-Dec-2017;Grant;U.S. Agency for International Development;View Company Online
102784-06T;3D FlashLight;;Accelerator/Incubator Backed;;Information Technology;Software;;;;Accelerator/Incubator;Accelerate Cambridge;View Company Online
52400-26T;3D Immersive Soundscape;;Formerly Accelerator/Incubator backed;;Information Technology;Software;;;;Accelerator/Incubator;NTUitive;View Company Online
63509-95T;3D Matter;;Formerly Angel backed;2015;Business Products and Services (B2B);Commercial Services;0,01;;01-Dec-2015;Angel (individual);;View Company Online
101801-17T;3D Matter;;Formerly Angel backed;2015;Business Products and Services (B2B);Commercial Services;;;21-Feb-2018;Merger/Acquisition;SD3D;View Company Online
140068-63T;3D Microfluidics;;Accelerator/Incubator Backed;2019;Healthcare;Pharmaceuticals and Biotechnology;0,21;;15-May-2020;Accelerator/Incubator;National Science Foundation;View Company Online
218546-02T;3D Motion Controls;;Accelerator/Incubator Backed;2018;Information Technology;Computer Hardware;0,17;;;Accelerator/Incubator;Accelerator Technology Gliwice;View Company Online
218551-06T;3D Motion Controls;;Accelerator/Incubator Backed;2018;Information Technology;Computer Hardware;;;;Accelerator/Incubator;StartSmart CEE;View Company Online
253649-71T;3D Motion Controls;;Accelerator/Incubator Backed;2018;Information Technology;Computer Hardware;;;;Accelerator/Incubator;HugeTech;View Company Online
48928-51T;3D Spot;;Formerly Accelerator/Incubator backed;2013;Information Technology;Software;;;;Accelerator/Incubator;Fábrica De Startups, Naves Venture Capital;View Company Online
93190-15T;3D Spot;;Formerly Accelerator/Incubator backed;2013;Information Technology;Software;;;01-Oct-2016;Out of Business;;View Company Online
259126-39T;3D-OPS;;Accelerator/Incubator Backed;2019;Healthcare;Pharmaceuticals and Biotechnology;;;01-Jan-2023;Accelerator/Incubator;Fourthwave;View Company Online
259127-02T;3D-OPS;;Accelerator/Incubator Backed;2019;Healthcare;Pharmaceuticals and Biotechnology;0,02;;01-Jan-2022;Accelerator/Incubator;VentureWell;View Company Online
58763-62T;3D-StomPrint;;Corporation;;Healthcare;Healthcare Devices and Supplies;0,01;;18-May-2015;Grant;FASIE;View Company Online
52766-11T;3DBin;;Formerly VC-backed;2009;Information Technology;Software;;;01-Jan-2014;Early Stage VC;TUSUR Association;View Company Online
52766-29T;3DBin;;Formerly VC-backed;2009;Information Technology;Software;;;02-Oct-2012;Accelerator/Incubator;OneValley;View Company Online
133659-19T;3DBin;;Formerly VC-backed;2009;Information Technology;Software;;;;Merger/Acquisition;;View Company Online
209896-84T;3Dditive materials;;Accelerator/Incubator Backed;2021;Materials and Resources;Other Materials;0,01;;;Accelerator/Incubator;Emera ideaHUB, Invest Nova Scotia;View Company Online
256363-57T;3DED;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;;Accelerator/Incubator;Start-Up Brasil;View Company Online
272208-79T;3Dent;;Accelerator/Incubator Backed;2017;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;Jordan Start;View Company Online
77361-22T;3Dexter;--0,01;Corporate Backed or Acquired;2015;Business Products and Services (B2B);Commercial Services;0,13;;19-Oct-2016;Corporate;ICA Edu Skills;View Company Online
96876-64T;3DHM;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;;;01-Jan-2016;Accelerator/Incubator;Keller Center's eLab;View Company Online
278895-61T;3discover;;Accelerator/Incubator Backed;2024;Healthcare;Healthcare Devices and Supplies;;;01-Jan-2024;Accelerator/Incubator;IKIGAI Accelerator;View Company Online
269816-50T;3DOE;;Accelerator/Incubator Backed;;Healthcare;Healthcare Technology Systems;;;01-Jan-2022;Accelerator/Incubator;Nucleate;View Company Online
45845-56T;3Doodler;;Corporation;;Consumer Products and Services (B2C);Consumer Durables;1,80;;25-Mar-2013;Product Crowdfunding;;View Company Online
45845-83T;3Doodler;;Corporation;;Consumer Products and Services (B2C);Consumer Durables;1,28;;25-Jan-2015;Product Crowdfunding;;View Company Online
37185-40T;3DPlusMe;;Formerly VC-backed;2012;Business Products and Services (B2B);Commercial Services;0,46;3,70;04-Aug-2014;Seed Round;Deer Valley Ventures(Philip Kaplan), Oakhouse Partners;View Company Online
56140-57T;3DPlusMe;;Formerly VC-backed;2012;Business Products and Services (B2B);Commercial Services;2,04;;24-Aug-2015;Early Stage VC;;View Company Online
64135-09T;3DPlusMe;;Formerly VC-backed;2012;Business Products and Services (B2B);Commercial Services;;;06-Jan-2016;Merger/Acquisition;WhiteClouds(Jerry Ropelato);View Company Online
111348-55T;3DR Government Services;;Corporate Backed or Acquired;2018;Business Products and Services (B2B);Other Business Products and Services;;;04-Sep-2018;Joint Venture;3DR(Gregory Anderson), Yuneec(Jörg Schamuhn);View Company Online
260792-74T;3DSenario;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;;Accelerator/Incubator;Bilgiyi Ticarileştirme Merkezi;View Company Online
227866-06T;3DSkema;;Corporation;2014;Business Products and Services (B2B);Commercial Services;;;01-Dec-2014;University Spin-Out;;View Company Online
259124-77T;3dthinks;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;Ship2B;View Company Online
254020-24T;3DWAVE;;Accelerator/Incubator Backed;2018;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;The DOT;View Company Online
271957-60T;3ED;;Venture Capital-Backed;;Business Products and Services (B2B);Commercial Services;;;01-Sep-2024;Early Stage VC;Oceanventures;View Company Online
82506-88T;3G Ecocare;;Corporation;2016;Consumer Products and Services (B2C);Apparel and Accessories;;;11-Jan-2017;Angel (individual);;View Company Online
225769-24T;3G Group Geotechnik;;Corporation;1999;Business Products and Services (B2B);Commercial Services;;;01-Jan-1999;University Spin-Out;;View Company Online
266523-94T;3G Support;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;;Accelerator/Incubator;FASTAR;View Company Online
264097-36T;3G&S Technologies;;Venture Capital-Backed;2021;Energy;Energy Equipment;;;01-Jun-2024;Early Stage VC;Thynk Ventures;View Company Online
116750-08T;3GreePrint;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Products;;;01-Jan-2017;Accelerator/Incubator;Chrysalis LEAP;View Company Online
278016-31T;3ive.AI;;Venture Capital-Backed;2024;Information Technology;Software;;;01-Nov-2024;Early Stage VC;Carcharodon Capital;View Company Online
136745-83T;3KongJian;;Venture Capital-Backed;;Consumer Products and Services (B2C);Services (Non-Financial);8,26;;12-Jan-2015;Early Stage VC;Gaorong Capital, IDG Capital;View Company Online
136746-01T;3KongJian;;Venture Capital-Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;12-Jul-2014;Seed Round;;View Company Online
256477-60T;3P Healthcare;;Accelerator/Incubator Backed;2017;Healthcare;Healthcare Technology Systems;;;07-Apr-2024;Accelerator/Incubator;LX Health(Dren Xerxa);View Company Online
257889-79T;3P.COM;;Accelerator/Incubator Backed;;Energy;Energy Equipment;0,01;;01-Jan-2023;Accelerator/Incubator;JEC Composites Startup Booster;View Company Online
61372-45T;3plet Publishing;--0,01;Corporation;2012;Consumer Products and Services (B2C);Services (Non-Financial);0,01;;08-Oct-2014;Grant;;View Company Online
61375-24T;3plet Publishing;;Corporation;2012;Consumer Products and Services (B2C);Services (Non-Financial);0,50;;;Angel (individual);;View Company Online
267615-28T;3PO Networks;;Venture Capital-Backed;2023;Business Products and Services (B2B);Commercial Services;1,88;;19-Jul-2024;Seed Round;;View Company Online
71556-49T;3point Science;;Formerly PE-Backed;2013;Information Technology;Software;;;14-Jun-2016;Buyout/LBO;Pencarrow Private Equity(Jonathan Goldstone), Seequent(Shaun Maloney);View Company Online
82591-39T;3point Science;;Formerly PE-Backed;2013;Information Technology;Software;;;11-May-2015;Accelerator/Incubator;entrepreneurship@UBC, Launch Academy (Vancouver);View Company Online
67507-12T;3rings Care;;Corporate Backed or Acquired;2013;Consumer Products and Services (B2C);Consumer Durables;8,48;;10-Mar-2016;Corporate;Westfield Health(David Capper);View Company Online
217409-32T;3rings Care;;Corporate Backed or Acquired;2013;Consumer Products and Services (B2C);Consumer Durables;0,21;;01-Mar-2015;Grant;Innovate UK;View Company Online
96965-02T;3Sound;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;;;;Accelerator/Incubator;Keller Center's eLab;View Company Online
196495-30T;3umph Studios;;Failed Transaction (Angel);2013;Information Technology;IT Services;;;13-Jun-2022;Angel (individual);;View Company Online
200789-65T;3umph Studios;;Failed Transaction (Angel);2013;Information Technology;IT Services;;;29-Jul-2022;Equity Crowdfunding;;View Company Online
259143-67T;3Veni Tech;;Accelerator/Incubator Backed;2018;Business Products and Services (B2B);Commercial Products;;;;Accelerator/Incubator;Deshpande Startups;View Company Online
259143-76T;3Veni Tech;;Accelerator/Incubator Backed;2018;Business Products and Services (B2B);Commercial Products;;;;Accelerator/Incubator;Lemon Ideas;View Company Online
274831-03T;4 Mankind;;Formerly Accelerator/Incubator backed;2017;Healthcare;Healthcare Devices and Supplies;;;04-Aug-2022;Accelerator/Incubator;TECH Fort Worth;View Company Online
277537-15T;4 the drivers;;Accelerator/Incubator Backed;2022;Consumer Products and Services (B2C);Transportation;;;02-Nov-2022;Accelerator/Incubator;Urban Tech Helsinki;View Company Online
270245-53T;404-Gen;;Venture Capital-Backed;;Information Technology;Software;;;01-Aug-2024;Early Stage VC;Collab+Currency;View Company Online
143302-24T;412 Food Rescue;;Corporation;2015;Business Products and Services (B2B);Commercial Services;;;16-Apr-2020;Debt - PPP;;View Company Online
235675-18T;412 Food Rescue;;Corporation;2015;Business Products and Services (B2B);Commercial Services;0,08;;31-Dec-2019;Grant;United States Department of Agriculture;View Company Online
266993-38T;42 Robots AI;;Venture Capital-Backed;2024;Information Technology;Software;;;01-Jul-2024;Early Stage VC;IPO Club;View Company Online
165020-68T;42.cx;;Formerly VC-backed;2015;Information Technology;Software;;;;Corporate;;View Company Online
215936-38T;42.cx;;Formerly VC-backed;2015;Information Technology;Software;;;01-Jan-2015;Early Stage VC;Humla Ventures;View Company Online
215938-00T;42.cx;;Formerly VC-backed;2015;Information Technology;Software;;;01-Feb-2023;Merger/Acquisition;;View Company Online
204147-46T;42VERSE;;Venture Capital-Backed;2022;Information Technology;Software;;;16-Sep-2022;Early Stage VC;;View Company Online
92879-47T;450 (LON: 450);;Corporation;2017;Financial Services;Other Financial Services;16,65;27,75;17-Aug-2017;IPO;;View Company Online
254835-46T;456 Breed Street;;Venture Capital-Backed;2024;Consumer Products and Services (B2C);Services (Non-Financial);1,47;;19-Mar-2024;Seed Round;;View Company Online
213387-49T;47 Labs;;Accelerator/Incubator Backed;2022;Healthcare;Pharmaceuticals and Biotechnology;0,01;;01-Jan-2022;Accelerator/Incubator;Entrepreneur First;View Company Online
